InvoiceNo,StockCode,Description,Category,Subcategory,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV-100897,SPORT-001,Yoga Mat,Sports,Fitness,38,2024-11-21 00:00:00,24.62,CUST-0034,Germany
INV-100898,HOME-001,Coffee Maker,Home & Garden,Kitchen,28,2023-11-21 00:00:00,65.5,CUST-0063,Belgium
INV-100899,BOOK-001,Python Programming,Books,Technology,4,2023-10-18 00:00:00,37.98,CUST-0033,UK
INV-100900,ELEC-001,"Laptop Pro 15""",Electronics,Computers,41,2024-02-09 00:00:00,947.56,CUST-0035,Germany
INV-100901,ELEC-004,Bluetooth Speaker,Electronics,Audio,10,2025-01-01 00:00:00,85.37,CUST-0087,Italy
INV-100902,ELEC-003,USB-C Cable,Electronics,Accessories,17,2024-12-12 00:00:00,11.76,CUST-0021,Austria
INV-100903,ELEC-002,Wireless Mouse,Electronics,Accessories,21,2024-06-04 00:00:00,32.63,CUST-0052,Austria
INV-100904,CLOTH-001,Cotton T-Shirt,Clothing,Tops,11,2025-06-19 00:00:00,20.57,CUST-0082,Belgium
INV-100905,BOOK-001,Python Programming,Books,Technology,14,2025-05-26 00:00:00,38.19,CUST-0049,Netherlands
INV-100906,BOOK-001,Python Programming,Books,Technology,6,2023-09-11 00:00:00,37.64,CUST-0050,Austria
INV-100907,ELEC-004,Bluetooth Speaker,Electronics,Audio,13,2024-07-06 00:00:00,79.49,CUST-0089,Netherlands
INV-100908,SPORT-002,Running Shoes,Sports,Footwear,48,2024-03-04 00:00:00,81.81,CUST-0056,Switzerland
INV-100909,SPORT-001,Yoga Mat,Sports,Fitness,18,2024-05-12 00:00:00,26.74,CUST-0087,Austria
INV-100910,ELEC-001,"Laptop Pro 15""",Electronics,Computers,14,2025-03-31 00:00:00,887.86,CUST-0085,France
INV-100911,ELEC-003,USB-C Cable,Electronics,Accessories,10,2024-12-10 00:00:00,13.46,CUST-0077,Netherlands
INV-100912,SPORT-002,Running Shoes,Sports,Footwear,27,2024-05-28 00:00:00,83.89,CUST-0039,Belgium
INV-100913,ELEC-002,Wireless Mouse,Electronics,Accessories,40,2024-07-27 00:00:00,30.59,CUST-0026,Netherlands
INV-100914,CLOTH-001,Cotton T-Shirt,Clothing,Tops,4,2024-01-30 00:00:00,18.07,CUST-0046,Netherlands
INV-100915,ELEC-002,Wireless Mouse,Electronics,Accessories,17,2024-03-08 00:00:00,27.53,CUST-0063,Germany
INV-100916,HOME-002,Desk Lamp,Home & Garden,Lighting,32,2024-06-28 00:00:00,33.2,CUST-0005,UK
INV-100917,ELEC-003,USB-C Cable,Electronics,Accessories,49,2024-02-21 00:00:00,13.67,CUST-0097,France
INV-100918,SPORT-002,Running Shoes,Sports,Footwear,13,2024-02-11 00:00:00,87.37,CUST-0094,Switzerland
INV-100919,HOME-002,Desk Lamp,Home & Garden,Lighting,41,2024-07-03 00:00:00,38.11,CUST-0083,Germany
INV-100920,CLOTH-003,Winter Jacket,Clothing,Outerwear,3,2024-08-13 00:00:00,123.25,CUST-0079,Portugal
INV-100921,ELEC-003,USB-C Cable,Electronics,Accessories,47,2025-06-25 00:00:00,12.52,CUST-0084,Germany
INV-100922,SPORT-001,Yoga Mat,Sports,Fitness,9,2024-04-24 00:00:00,26.27,CUST-0037,UK
INV-100923,ELEC-001,"Laptop Pro 15""",Electronics,Computers,33,2025-06-09 00:00:00,962.35,CUST-0042,Switzerland
INV-100924,HOME-001,Coffee Maker,Home & Garden,Kitchen,21,2024-06-14 00:00:00,61.25,CUST-0073,Austria
INV-100925,HOME-001,Coffee Maker,Home & Garden,Kitchen,32,2024-12-02 00:00:00,63.06,CUST-0060,Germany
INV-100926,HOME-002,Desk Lamp,Home & Garden,Lighting,44,2025-01-27 00:00:00,34.15,CUST-0098,Belgium
INV-100927,ELEC-004,Bluetooth Speaker,Electronics,Audio,9,2025-04-10 00:00:00,78.12,CUST-0005,Netherlands
INV-100928,CLOTH-003,Winter Jacket,Clothing,Outerwear,11,2023-09-09 00:00:00,134.48,CUST-0008,Germany
INV-100929,HOME-001,Coffee Maker,Home & Garden,Kitchen,7,2025-03-03 00:00:00,65.93,CUST-0079,Italy
INV-100930,ELEC-004,Bluetooth Speaker,Electronics,Audio,4,2023-10-30 00:00:00,79.24,CUST-0072,Portugal
INV-100931,ELEC-004,Bluetooth Speaker,Electronics,Audio,17,2023-12-26 00:00:00,73.37,CUST-0003,Germany
INV-100932,HOME-001,Coffee Maker,Home & Garden,Kitchen,5,2025-04-29 00:00:00,58.09,CUST-0022,Portugal
INV-100933,SPORT-001,Yoga Mat,Sports,Fitness,32,2024-10-29 00:00:00,25.74,CUST-0093,Germany
INV-100934,CLOTH-001,Cotton T-Shirt,Clothing,Tops,26,2025-03-28 00:00:00,19.36,CUST-0052,Belgium
INV-100935,SPORT-001,Yoga Mat,Sports,Fitness,18,2025-06-02 00:00:00,26.91,CUST-0024,Netherlands
INV-100936,ELEC-004,Bluetooth Speaker,Electronics,Audio,27,2025-06-28 00:00:00,87.75,CUST-0079,Austria
INV-100937,ELEC-004,Bluetooth Speaker,Electronics,Audio,2,2024-03-26 00:00:00,79.56,CUST-0050,UK
INV-100938,SPORT-002,Running Shoes,Sports,Footwear,5,2023-10-28 00:00:00,88.89,CUST-0002,Netherlands
INV-100939,CLOTH-002,Jeans Classic,Clothing,Bottoms,15,2023-12-16 00:00:00,51.34,CUST-0030,Austria
INV-100940,BOOK-001,Python Programming,Books,Technology,31,2024-12-30 00:00:00,38.13,CUST-0077,Switzerland
INV-100941,ELEC-001,"Laptop Pro 15""",Electronics,Computers,38,2024-12-28 00:00:00,839.19,CUST-0072,Portugal
INV-100942,CLOTH-002,Jeans Classic,Clothing,Bottoms,18,2024-12-27 00:00:00,52.75,CUST-0056,Belgium
INV-100943,ELEC-002,Wireless Mouse,Electronics,Accessories,49,2023-10-08 00:00:00,32.69,CUST-0038,France
INV-100944,BOOK-001,Python Programming,Books,Technology,34,2025-06-01 00:00:00,39.36,CUST-0029,Spain
INV-100945,SPORT-001,Yoga Mat,Sports,Fitness,36,2025-06-19 00:00:00,24.64,CUST-0047,France
INV-100946,SPORT-002,Running Shoes,Sports,Footwear,38,2025-04-11 00:00:00,94.56,CUST-0024,Germany
INV-100947,CLOTH-001,Cotton T-Shirt,Clothing,Tops,34,2024-09-24 00:00:00,21.01,CUST-0092,Belgium
INV-100948,SPORT-002,Running Shoes,Sports,Footwear,47,2023-11-03 00:00:00,83.97,CUST-0088,Austria
INV-100949,BOOK-001,Python Programming,Books,Technology,7,2024-08-02 00:00:00,37.95,CUST-0099,Portugal
INV-100950,CLOTH-002,Jeans Classic,Clothing,Bottoms,27,2024-07-10 00:00:00,46.35,CUST-0051,Belgium
INV-100951,HOME-002,Desk Lamp,Home & Garden,Lighting,3,2023-11-05 00:00:00,34.5,CUST-0001,Italy
INV-100952,CLOTH-002,Jeans Classic,Clothing,Bottoms,30,2024-10-22 00:00:00,52.64,CUST-0069,Switzerland
INV-100953,HOME-002,Desk Lamp,Home & Garden,Lighting,6,2023-11-22 00:00:00,32.19,CUST-0062,Switzerland
INV-100954,ELEC-004,Bluetooth Speaker,Electronics,Audio,34,2024-02-21 00:00:00,73.76,CUST-0038,France
INV-100955,SPORT-002,Running Shoes,Sports,Footwear,2,2024-04-26 00:00:00,98.97,CUST-0055,UK
INV-100956,CLOTH-003,Winter Jacket,Clothing,Outerwear,47,2025-03-22 00:00:00,130.44,CUST-0079,Switzerland
INV-100957,HOME-002,Desk Lamp,Home & Garden,Lighting,37,2024-08-13 00:00:00,37.31,CUST-0027,Netherlands
INV-100958,HOME-002,Desk Lamp,Home & Garden,Lighting,40,2024-04-28 00:00:00,38.27,CUST-0012,UK
INV-100959,ELEC-004,Bluetooth Speaker,Electronics,Audio,6,2024-01-31 00:00:00,83.93,CUST-0064,UK
INV-100960,CLOTH-001,Cotton T-Shirt,Clothing,Tops,42,2024-05-03 00:00:00,20.07,CUST-0089,Switzerland
INV-100961,ELEC-001,"Laptop Pro 15""",Electronics,Computers,7,2024-06-01 00:00:00,931.99,CUST-0009,Netherlands
INV-100962,CLOTH-003,Winter Jacket,Clothing,Outerwear,5,2023-10-20 00:00:00,135.79,CUST-0021,UK
INV-100963,SPORT-002,Running Shoes,Sports,Footwear,6,2023-08-25 00:00:00,92.63,CUST-0064,France
INV-100964,ELEC-001,"Laptop Pro 15""",Electronics,Computers,20,2025-02-07 00:00:00,963.44,CUST-0013,UK
INV-100965,BOOK-001,Python Programming,Books,Technology,48,2024-12-21 00:00:00,37.79,CUST-0040,Austria
INV-100966,CLOTH-003,Winter Jacket,Clothing,Outerwear,28,2025-04-01 00:00:00,137.73,CUST-0037,Switzerland
INV-100967,ELEC-004,Bluetooth Speaker,Electronics,Audio,37,2024-07-05 00:00:00,79.67,CUST-0053,UK
INV-100968,HOME-002,Desk Lamp,Home & Garden,Lighting,12,2023-11-30 00:00:00,31.82,CUST-0076,Portugal
INV-100969,SPORT-002,Running Shoes,Sports,Footwear,29,2023-10-27 00:00:00,97.96,CUST-0070,Germany
INV-100970,CLOTH-003,Winter Jacket,Clothing,Outerwear,5,2023-09-02 00:00:00,119.16,CUST-0081,Italy
INV-100971,HOME-002,Desk Lamp,Home & Garden,Lighting,11,2025-07-12 00:00:00,33.01,CUST-0046,Italy
INV-100972,SPORT-002,Running Shoes,Sports,Footwear,31,2024-12-20 00:00:00,91.99,CUST-0005,Belgium
INV-100973,ELEC-004,Bluetooth Speaker,Electronics,Audio,4,2024-09-03 00:00:00,83.03,CUST-0035,Spain
INV-100974,ELEC-001,"Laptop Pro 15""",Electronics,Computers,13,2024-12-20 00:00:00,840.38,CUST-0046,Spain
INV-100975,BOOK-001,Python Programming,Books,Technology,19,2025-02-18 00:00:00,43.76,CUST-0021,Switzerland
INV-100976,BOOK-001,Python Programming,Books,Technology,15,2024-06-24 00:00:00,38.27,CUST-0053,Austria
INV-100977,ELEC-002,Wireless Mouse,Electronics,Accessories,23,2025-07-23 00:00:00,31.8,CUST-0072,Portugal
INV-100978,SPORT-002,Running Shoes,Sports,Footwear,45,2025-01-22 00:00:00,92.22,CUST-0036,Netherlands
INV-100979,SPORT-002,Running Shoes,Sports,Footwear,2,2024-09-26 00:00:00,89.78,CUST-0099,Portugal
INV-100980,SPORT-001,Yoga Mat,Sports,Fitness,1,2024-01-08 00:00:00,24.87,CUST-0058,Spain
INV-100981,CLOTH-003,Winter Jacket,Clothing,Outerwear,14,2024-10-27 00:00:00,139.27,CUST-0008,Italy
INV-100982,HOME-002,Desk Lamp,Home & Garden,Lighting,47,2024-01-12 00:00:00,33.3,CUST-0048,Spain
INV-100983,CLOTH-002,Jeans Classic,Clothing,Bottoms,31,2024-01-13 00:00:00,49.15,CUST-0043,Austria
INV-100984,SPORT-001,Yoga Mat,Sports,Fitness,34,2024-01-07 00:00:00,27.48,CUST-0085,Switzerland
INV-100985,ELEC-003,USB-C Cable,Electronics,Accessories,27,2025-07-15 00:00:00,11.93,CUST-0041,Germany
INV-100986,ELEC-002,Wireless Mouse,Electronics,Accessories,50,2025-05-03 00:00:00,32.64,CUST-0012,Netherlands
INV-100987,CLOTH-002,Jeans Classic,Clothing,Bottoms,44,2025-06-17 00:00:00,45.44,CUST-0015,Switzerland
INV-100988,BOOK-001,Python Programming,Books,Technology,14,2024-07-21 00:00:00,38.22,CUST-0073,Netherlands
INV-100989,ELEC-003,USB-C Cable,Electronics,Accessories,1,2025-05-31 00:00:00,13.98,CUST-0036,Austria
INV-100990,CLOTH-001,Cotton T-Shirt,Clothing,Tops,45,2024-06-08 00:00:00,21.47,CUST-0100,UK
INV-100991,BOOK-001,Python Programming,Books,Technology,49,2023-12-04 00:00:00,42.22,CUST-0026,UK
INV-100992,ELEC-002,Wireless Mouse,Electronics,Accessories,2,2024-12-05 00:00:00,31.06,CUST-0017,Netherlands
INV-100993,HOME-002,Desk Lamp,Home & Garden,Lighting,6,2024-04-14 00:00:00,36.98,CUST-0098,Portugal
INV-100994,SPORT-001,Yoga Mat,Sports,Fitness,36,2025-05-02 00:00:00,23.05,CUST-0051,Netherlands
INV-100995,CLOTH-001,Cotton T-Shirt,Clothing,Tops,25,2024-10-05 00:00:00,21.89,CUST-0028,France
INV-100996,ELEC-002,Wireless Mouse,Electronics,Accessories,36,2023-08-24 00:00:00,31.71,CUST-0007,Switzerland
INV-100997,ELEC-002,Wireless Mouse,Electronics,Accessories,8,2025-04-17 00:00:00,28.78,CUST-0067,Germany
INV-100998,ELEC-004,Bluetooth Speaker,Electronics,Audio,32,2024-09-22 00:00:00,80.59,CUST-0016,Portugal
INV-100999,ELEC-002,Wireless Mouse,Electronics,Accessories,-2,2024-09-18 00:00:00,32.39,CUST-0064,France
